Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  476            90650           2.673           4.983        0
  477            90840           2.673           6.929        1
  478            91030           2.673           6.218        0
  479            91220           2.673           6.682        1
  480            91410           2.673           5.881        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  481            91600           2.673           6.283        0
  482            91790           2.673           8.937        1
  483            91980           2.673           8.896        2
  484            92170           2.673           5.822        3
  485            92360           2.673           5.416        4
  486            92550           2.673           4.366        5
  487            92740           2.673           3.925        6
  488            92930           2.673           3.237        7
  489            93120           2.673           2.951        0
  490            93310           2.673           2.792        0
  491            93500           2.673           2.867        0
  492            93690           2.673            2.97        0
  493            93880           2.672           3.645        0
  494            94070           2.672            4.57        1
  495            94260           2.672           4.337        2
  496            94450           2.672           4.113        3
  497            94640           2.672           3.722        4
  498            94830           2.672           3.336        0
  499            95020           2.672           3.201        1
  500            95210           2.671           2.953        0
  501            95400           2.671           2.977        1
  502            95590           2.671           2.801        2
  503            95780           2.671           2.756        0
  504            95970            2.67            2.76        0
  505            96160            2.67            2.81        1
  506            96350            2.67           2.764        0
  507            96540            2.67           2.819        0
  508            96730            2.67           3.087        1
  509            96920            2.67           2.973        2
  510            97110            2.67           2.907        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  511            97300            2.67           2.779        4
  512            97490           2.669           2.726        0
  513            97680           2.669           2.716        0
  514            97870           2.669           2.708        1
  515            98060           2.669           2.702        0
  516            98250           2.669           2.734        1
  517            98440           2.669           2.701        0
  518            98630           2.669           2.717        0
  519            98820           2.669           2.799        0
  520            99010           2.669           3.056        0
  521            99200           2.669           3.848        1
  522            99390           2.669           3.328        2
  523            99580           2.669           2.931        0
  524            99770           2.669           3.007        0
  525            99960           2.669           3.563        0
  526           100150           2.669           4.551        0
  527           100340           2.669           6.557        0
  528           100530           2.669           11.69        1
  529           100720           2.669           11.07        2
  530           100910           2.669            9.37        3
  531           101100           2.669           7.023        0
  532           101290           2.669           6.347        1
  533           101480           2.669           5.146        2
  534           101670           2.669           4.073        3
  535           101860           2.669           3.494        4
  536           102050           2.669           3.024        0
  537           102240           2.669           2.943        1
  538           102430           2.669           2.853        2
  539           102620           2.669           2.761        3
  540           102810           2.669           2.714        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  541           103000           2.669           2.701        0
  542           103190           2.669           2.724        1
  543           103380           2.669           2.707        0
  544           103570           2.669           2.713        0
  545           103760           2.668           2.809        0
  546           103950           2.668           3.084        0
  547           104140           2.668           3.376        0
  548           104330           2.668           3.931        0
  549           104520           2.668           6.641        1
  550           104710           2.668           7.143        2
  551           104900           2.668           6.662        0
  552           105090           2.668           6.754        0
  553           105280           2.668           8.869        1
