Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  697           132640           3.435           5.606        1
  698           132830           3.435           5.069        2
  699           133020           3.435           4.731        0
  700           133210           3.435           4.936        1
  701           133400           3.435           4.768        2
  702           133590           3.435            4.62        3
  703           133780           3.435           4.515        4
  704           133970           3.435           4.832        0
  705           134160           3.435           4.164        0
  706           134350           3.435            3.78        1
  707           134540           3.435           4.098        0
  708           134730           3.435           3.838        0
  709           134920           3.435           3.916        0
  710           135110           3.435           4.546        0
  711           135300           3.435           5.243        1
  712           135490           3.435           5.048        2
  713           135680           3.435           4.331        3
  714           135870           3.435           4.481        0
  715           136060           3.435           4.525        0
  716           136250           3.435           4.249        1
  717           136440           3.435           4.232        2
  718           136630           3.434           4.008        0
  719           136820           3.434           4.151        1
  720           137010           3.434           4.009        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  721           137200           3.434            4.06        1
  722           137390           3.434           3.873        0
  723           137580           3.434           3.925        0
  724           137770           3.434           4.225        0
  725           137960           3.434           5.047        1
  726           138150           3.434           4.903        2
  727           138340           3.434           4.661        3
  728           138530           3.434           4.241        0
  729           138720           3.434           4.191        1
  730           138910           3.434           4.354        2
  731           139100           3.434           3.926        3
  732           139290           3.434           3.906        4
  733           139480           3.434           4.022        5
  734           139670           3.434           4.339        0
  735           139860           3.434           3.728        0
  736           140050           3.434           3.958        1
  737           140240           3.434           4.075        0
  738           140430           3.434           4.021        0
  739           140620           3.434           3.769        1
  740           140810           3.434           3.836        0
  741           141000           3.434           3.774        0
  742           141190           3.434           3.887        0
  743           141380           3.434            4.14        0
  744           141570           3.434           4.199        0
  745           141760           3.434           5.266        0
  746           141950           3.434             7.5        0
  747           142140           3.434           9.887        0
  748           142330           3.434           17.02        1
  749           142520           3.434           13.75        0
  750           142710           3.434           17.18        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  751           142900           3.434            16.2        2
  752           143090           3.434           13.15        3
  753           143280           3.434            9.65        4
  754           143470           3.434           7.372        5
  755           143660           3.434            6.27        6
  756           143850           3.434           5.002        7
  757           144040           3.434           4.237        8
  758           144230           3.434           4.233        0
  759           144420           3.434           3.884        0
  760           144610           3.434           3.839        0
  761           144800           3.434           4.101        0
  762           144990           3.434           4.596        1
  763           145180           3.434           4.511        0
  764           145370           3.434           4.738        1
  765           145560           3.434           4.614        0
  766           145750           3.434           4.931        1
  767           145940           3.434           4.674        2
  768           146130           3.434           4.169        3
  769           146320           3.434           3.893        4
  770           146510           3.434           3.874        5
  771           146700           3.434           3.831        6
  772           146890           3.434           3.703        0
