Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            34600           4.681           28.07        4
  182            34790           4.681           24.02        5
  183            34980            4.68           18.52        0
  184            35170           4.679           14.88        0
  185            35360           4.677           17.88        0
  186            35550           4.677           17.52        1
  187            35740           4.676           17.46        0
  188            35930           4.675           16.68        0
  189            36120           4.675           28.11        1
  190            36310           4.675           27.33        2
  191            36500           4.675           24.04        3
  192            36690           4.675           19.01        4
  193            36880           4.656           12.29        0
  194            37070           4.643           14.33        0
  195            37260           4.643           12.61        1
  196            37450           4.643           14.36        2
  197            37640           4.612           11.54        0
  198            37830           4.612           10.92        1
  199            38020           4.607            9.79        0
  200            38210           4.605           13.89        0
  201            38400           4.605           15.55        1
  202            38590           4.582           16.63        0
  203            38780           4.582           18.52        1
  204            38970           4.582           17.09        2
  205            39160           4.563           15.83        0
  206            39350           4.563           14.72        1
  207            39540           4.497           12.03        0
  208            39730           4.497           12.01        1
  209            39920           4.497           10.73        2
  210            40110           4.429           10.07        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  211            40300           4.429           11.98        1
  212            40490           4.429           10.36        2
  213            40680           4.422           7.867        0
  214            40870           4.419            7.85        0
  215            41060           4.419           7.607        1
  216            41250           4.411           7.238        0
  217            41440           4.411            8.39        0
  218            41630           4.394           11.49        0
  219            41820           4.394           13.45        0
  220            42010           4.387           14.43        0
  221            42200           4.387           21.93        0
  222            42390           4.374           25.37        0
  223            42580           4.337           25.93        0
  224            42770           4.337           26.27        1
  225            42960           4.334           32.68        0
  226            43150           4.334            29.5        1
  227            43340           4.334           34.28        2
  228            43530           4.334           26.24        3
  229            43720           4.334           18.27        4
  230            43910           4.334              18        5
  231            44100           4.334           19.55        6
  232            44290           4.334           13.93        7
  233            44480            4.33           10.81        0
  234            44670           4.325           9.119        0
  235            44860           4.325           11.08        1
  236            45050           4.325           8.664        2
  237            45240           4.322           6.129        0
  238            45430           4.321           5.833        0
  239            45620           4.315           6.425        0
  240            45810           4.311           11.83        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  241            46000            4.31           12.33        0
  242            46190           4.309              15        0
  243            46380           4.309           35.71        1
  244            46570           4.309           26.31        2
  245            46760           4.309           25.67        0
  246            46950           4.309           22.93        1
  247            47140           4.309           26.39        2
  248            47330           4.309            21.7        3
  249            47520           4.309           16.07        4
  250            47710           4.309           12.08        0
  251            47900           4.309           13.11        0
  252            48090           4.301           12.62        0
  253            48280             4.3           14.37        0
  254            48470             4.3           18.08        1
  255            48660           4.298           18.67        0
  256            48850           4.298            21.4        1
  257            49040           4.298            21.9        2
  258            49230           4.298           17.55        3
  259            49420           4.298           11.82        4
  260            49610            4.29            10.1        0
  261            49800           4.289           7.478        0
  262            49990           4.278           7.174        0
  263            50180           4.278           10.75        1
  264            50370           4.278           10.15        2
  265            50560           4.271           9.669        0
  266            50750           4.271           10.76        1
  267            50940           4.271           11.05        2
  268            51130           4.261           8.693        0
  269            51320           4.246             7.9        0
  270            51510           4.234           11.05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  271            51700           4.223           14.94        0
  272            51890           4.211           17.95        0
  273            52080           4.208           23.91        0
  274            52270           4.203           28.54        0
  275            52460           4.203           32.22        1
  276            52650           4.203           34.24        2
  277            52840           4.203           24.69        3
  278            53030           4.199           20.56        0
  279            53220           4.199           21.56        1
  280            53410           4.194           23.19        0
  281            53600           4.194            21.1        1
  282            53790           4.194           15.84        2
  283            53980           4.169            13.9        0
  284            54170           4.159           11.29        0
  285            54360           4.153           16.75        0
  286            54550           4.153           25.65        1
  287            54740           4.153           18.34        2
  288            54930           4.152           18.39        0
  289            55120           4.149           20.08        0
  290            55310           4.149           29.47        1
  291            55500           4.149           27.15        2
  292            55690           4.149           19.85        3
  293            55880           4.137           15.54        0
  294            56070           4.137           15.06        1
  295            56260            4.13           14.78        0
  296            56450            4.13           16.33        1
  297            56640            4.13           11.83        2
  298            56830           4.125           10.32        0
  299            57020           4.105           11.18        0
  300            57210           4.105           16.64        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  301            57400           4.105           16.94        2
  302            57590           4.094           13.49        0
  303            57780           4.094           15.62        1
  304            57970           4.094            13.5        2
  305            58160           4.094           11.52        3
  306            58350           4.094           7.014        0
  307            58540            4.09            5.97        0
  308            58730           4.089           6.034        0
  309            58920           4.085           9.465        0
  310            59110           4.085           14.49        0
  311            59300           4.083           12.92        0
  312            59490           4.083           26.49        1
  313            59680           4.081           25.74        0
  314            59870           4.081           34.82        1
  315            60060           4.081           25.74        0
  316            60250           4.081           33.14        1
  317            60440           4.081           25.09        2
  318            60630           4.081           25.56        3
  319            60820           4.081           19.36        4
  320            61010           4.081           11.84        5
  321            61200           4.079           9.086        0
  322            61390           4.079           7.717        1
  323            61580           4.077           7.147        0
  324            61770           4.077           10.53        1
  325            61960           4.071           6.475        0
  326            62150            4.07           8.411        0
  327            62340           4.062           8.202        0
  328            62530           4.062           9.906        1
  329            62720           4.062           10.84        2
  330            62910           4.062           10.73        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  331            63100           4.062            9.26        1
  332            63290           4.059           7.898        0
  333            63480           4.059           9.761        1
  334            63670           4.059            9.14        0
  335            63860           4.059           13.43        1
  336            64050           4.059           11.64        2
  337            64240           4.054           9.993        0
  338            64430           4.054            9.88        1
